Site,Variety,Date,Year,Doy,GrowingSeason,DaysAfterSowing,Tmax,Tmin,RHmax,RHmin,LW,Prec,Rad,GrowingDegreeDays,PhenoCode,CyclePercentage,LightInterception,LightInterceptionRef,AGBattainable,AGBRef,YieldAttainable,YieldRef,HTtimeRinoculum,HTtimeSinoculum,OuterInoculum, FirstInfection, HTtimeRinfection, Susceptible,Latent,Sporulating,Dead,Affected,DiseaseSeverity,DiseaseSeverityRef,LightIntHealthy,AGBactual,YieldActual,YieldActualRef,LightStealers,SenAccelerator,RUEReducers,AssimilateSappers,FungicidePotentialDegradation,FungicideActualDegradation,FungicideTenacityFunction,FungicideConcentrationFactor,FungicideEfficacy
37.7489257812502_7.20612541522409,Generic,8/4/2007,2007,216,2007,35,23.18,15.260001,100,61.998703,7,3.01,19.65,685.9038,1,19.597252,0.13113484,,193.04182,,0,,0.69782996,30.390537,0,0,0,1,0,0,0,0,0,,0.13113484,193.04182,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/5/2007,2007,217,2007,36,23.15,15.45,100,63.233597,9,2.13,19.39,706.2581,1,20.178804,0.15611559,,233.22495,,0,,0.69679815,31.087336,0,0,0,1,0,0,0,0,0,,0.15611559,233.22495,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/6/2007,2007,218,2007,37,23.01,15.31,100,63.231266,9,2.02,19.41,726.4668,1,20.756193,0.1846234,,280.45447,,0,,0.993559,32.080894,0,0,0,1,0,0,0,0,0,,0.1846234,280.45447,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/7/2007,2007,219,2007,38,20.87,15.38,100,76.675545,13,2.43,16.4,745.50995,1,21.300285,0.2150245,,324.25046,,0,,0.5363008,32.617195,0,0,0,1,0,0,0,0,0,,0.2150245,324.25046,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/8/2007,2007,220,2007,39,22.77,13.509999,98.217285,54.888504,5,1.88,21.32,764.57104,1,21.844887,0.24893703,,390.2268,,0,,1,33.617195,0,0,0,1,0,0,0,0,0,,0.24893703,390.2268,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/9/2007,2007,221,2007,40,20.9,15.4,100,76.61619,24,6.1099997,16.44,783.6441,1,22.389832,0.28627214,,448.76837,,0,,1,34.617195,0,0,0,1,0,0,0,0,0,,0.28627214,448.76837,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/10/2007,2007,222,2007,41,21.38,14.72,100,69.19292,24,7.5,18.1,802.59717,1,22.931347,0.32650656,,521.81726,,0,,1,35.617195,0,0,1,1,0,0,0,0,0,,0.32650656,521.81726,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/11/2007,2007,223,2007,42,22.22,14.36,100,62.258614,24,8.31,19.68,821.836,1,23.48103,0.37013447,,613.2133,,0,,1,36.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.9961224,0.0038775671,0,0,0.0038775671,0,,0.37013447,613.2133,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/12/2007,2007,224,2007,43,21.3,14.610001,100,68.986824,24,7.8899994,18.17,840.67395,1,24.019257,0.4150177,,705.8574,,0,,1,37.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.99221087,0.0077891266,0,0,0.0077891266,0,,0.4150177,705.8574,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/13/2007,2007,225,2007,44,22.85,14.65,100,60.44259,24,8.44,20.13,860.4391,1,24.583975,0.46366188,,826.1692,,0,,1,38.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.98820853,0.011791481,0,0,0.011791481,0,,0.46366188,826.1692,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/14/2007,2007,226,2007,45,21.06,14.97,100,72.73275,24,10.2,17.36,879.34985,1,25.12428,0.5108729,,935.5485,,0,,1,39.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.9840093,0.015990652,0,0,0.015990652,0,,0.5108729,935.5485,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/15/2007,2007,227,2007,46,22.54,15.21,100,65.337654,24,10.52,19.06,899.25287,1,25.69294,0.5603367,,1074.1775,,0,,1,40.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.97964466,0.020355351,0,0,0.020355351,0,,0.5603367,1074.1775,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/16/2007,2007,228,2007,47,22.88,15.17,100,63.169815,24,13.82,19.55,919.3183,1,26.266237,0.6090172,,1229.9847,,0,,1,41.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.9750215,0.024978548,0,0,0.024978548,0,,0.6090172,1229.9847,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/17/2007,2007,229,2007,48,21.370003,15.500001,100,74.2528,24,13.719999,17.07,938.7262,1,26.82075,0.6541343,,1371.3171,,0,,1,42.617195,0.010476104,8/11/2007 12:00:00 AM,1,0.9700627,0.029937329,0,0,0.029937329,0,,0.6541343,1371.3171,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/18/2007,2007,230,2007,49,23.12,15.1,100,61.4432,24,12.74,19.97,958.88214,1,27.396631,0.6982169,,1554.6055,,0,,0.7051207,43.322315,0.010476104,8/11/2007 12:00:00 AM,0.7051207,0.96485716,0.03514282,0,0,0.03514282,0,,0.6982169,1554.6055,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/19/2007,2007,231,2007,50,22.869999,15.5199995,100,65.23989,9,4.25,19.12,979.1275,1,27.97507,0.7390959,,1741.1909,,0,,1,44.322315,0.010476104,8/11/2007 12:00:00 AM,1,0.9615331,0.036525,0.0019418607,0,0.03846686,0.0019418607,,0.7390959,1741.1909,0,,0,0,0,0,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/20/2007,2007,232,2007,51,23.23,14.94,100,59.97045,24,5.23,20.32,999.2569,1,28.550196,0.77601093,,1948.1985,,0,,1,45.322315,0.010476104,8/11/2007 12:00:00 AM,1,0.9555193,0.040315017,0.004165696,0,0.04448071,0.004165696,,0.774504,1947.3468,0,,0.0019418597,0,0.0019418597,0.048546515,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/21/2007,2007,233,2007,52,21.620003,15.570001,100,73.12287,24,9.61,17.37,1018.84796,1,29.109943,0.80821913,,2127.5688,,0,,0.70142215,46.02374,0.010476104,8/11/2007 12:00:00 AM,0.70142215,0.94914186,0.044093587,0.0067645763,0,0.050858162,0.0067645763,,0.8048523,2125.1216,0,,0.004165709,0,0.004165709,0.1041424,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/22/2007,2007,234,2007,53,22.6,15.190001,100,64.875565,9,3.71,19.23,1038.7728,1,29.679224,0.83722556,,2336.7778,,0,,1,47.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.94506466,0.045177873,0.0097574545,0,0.05493533,0.0097574545,,0.83156204,2331.3406,0,,0.0067645907,0,0.0067645907,0.16911441,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/23/2007,2007,235,2007,54,20.96,14.62,100,71.093,24,7.44,17.79,1057.4081,1,30.21166,0.8610551,,2522.9465,,0,,1,48.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.93791276,0.048840873,0.013246367,0,0.062087238,0.013246367,,0.8526534,2513.6501,0,,0.009757459,0,0.009757459,0.24393636,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/24/2007,2007,236,2007,55,22.4,13.33,98.78258,55.800213,24,14.359999,21.29,1076.1359,1,30.74674,0.8819845,,2752.2905,,0,,1,49.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.9305167,0.052235372,0.017247884,0,0.06948326,0.017247884,,0.87030137,2736.6272,0,,0.013246357,0,0.013246357,0.33115917,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/25/2007,2007,237,2007,56,22.08,15.54,100,70.06911,24,10.45,18.09,1095.9674,1,31.313354,0.9011149,,2963.124,,0,,1,50.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.92293936,0.055328634,0.021732004,0,0.07706064,0.021732004,,0.88557255,2939.8193,0,,0.017247856,0,0.017247856,0.43119708,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/26/2007,2007,238,2007,57,22.85,15.620001,100,65.942566,24,14.140001,19.02,1116.2545,1,31.892984,0.91777897,,3194.0813,,0,,1,51.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.9151233,0.05814119,0.026735533,0,0.08487672,0.026735533,,0.89783376,3160.304,0,,0.021732032,0,0.021732032,0.5433001,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/27/2007,2007,239,2007,58,21.89,15.489999,100,70.922806,24,14.21,17.9,1135.9526,1,32.45579,0.9314721,,3408.2776,,0,,1,52.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.90701836,0.062459327,0.030522332,0,0.09298166,0.030522332,,0.9065687,3362.5315,0,,0.026735544,0,0.026735544,0.6683883,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/28/2007,2007,240,2007,59,23,14.94,100,61.218548,24,12.08,20.1,1155.9589,1,33.027397,0.94319177,,3655.635,,0,,1,53.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.8987271,0.06467637,0.036596503,0,0.101272866,0.036596503,,0.9144033,3594.2563,0,,0.030522346,0,0.030522346,0.7630583,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/29/2007,2007,241,2007,60,21.17,15.190001,100,73.48078,24,6.84,17.31,1175.0676,1,33.57336,0.95260465,,3861.1323,,0,,1,54.02374,0.010476104,8/11/2007 12:00:00 AM,1,0.8901777,0.066672616,0.04314963,0,0.10982224,0.04314963,,0.91774267,3784.0732,0,,0.036596477,0,0.036596477,0.9149126,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/30/2007,2007,242,2007,61,22.28,14.72,100,63.974487,24,6.3899994,19.47,1194.5503,1,34.13001,0.96066475,,4098.7896,,0,,0.6284116,54.65215,0.010476104,8/11/2007 12:00:00 AM,0,0.88145596,0.070667535,0.047876492,0,0.11854403,0.047876492,,0.9192124,4000.5845,0,,0.04314965,0,0.04314965,1.0787408,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,8/31/2007,2007,243,2007,62,22.7,14.630001,100,61.144333,7,3.76,20.12,1214.2203,1,34.69201,0.9674599,,4348.4966,,0,,1,55.65215,0.010476104,8/11/2007 12:00:00 AM,1,0.8822886,0.062452756,0.055258654,0,0.11771141,0.055258654,,0.9211413,4225.757,0,,0.047876477,0,0.047876477,1.1969123,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/1/2007,2007,244,2007,63,22.53,14.690001,100,62.40973,24,8.01,19.83,1233.8284,1,35.25224,0.97309804,,4595.258,,0,,0.6925947,56.344746,0.010476104,8/11/2007 12:00:00 AM,0.6925947,0.87309635,0.0639263,0.062977366,0,0.12690367,0.062977366,,0.91932595,4444.619,0,,0.05525863,0,0.05525863,1.3814664,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/2/2007,2007,245,2007,64,22.719997,14.979999,100,62.990482,9,4.77,19.7,1253.704,1,35.820114,0.9778396,,4844.957,,0,,1,57.344746,0.010476104,8/11/2007 12:00:00 AM,1,0.8675172,0.061468653,0.07101419,0,0.13248284,0.07101419,,0.9162578,4662.2837,0,,0.06297737,0,0.06297737,1.5744342,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/3/2007,2007,246,2007,65,18.99,15.11,100,87.562386,24,6.8,13.950001,1271.3925,1,36.3255,0.9813654,,5002.8843,,0,,1,58.344746,0.010476104,8/11/2007 12:00:00 AM,1,0.8579529,0.06266988,0.079377234,0,0.1420471,0.079377234,,0.91167456,4796.8022,0,,0.071014166,0,0.071014166,1.7753547,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/4/2007,2007,247,2007,66,22.96,13.099999,96.62687,51.97293,24,7.28,22.24,1290.3214,1,36.866325,0.9845293,,5273.1885,,0,,1,59.344746,0.010476104,8/11/2007 12:00:00 AM,1,0.8483168,0.06371243,0.087970786,0,0.15168321,0.087970786,,0.9063801,5023.913,0,,0.079377234,0,0.079377234,1.9844308,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/5/2007,2007,248,2007,67,22.8,15.310001,100,64.4246,24,6.3899994,19.38,1310.419,1,37.44054,0.9873102,,5523.98,,0,,0.6351844,59.97993,0.010476104,8/11/2007 12:00:00 AM,0,0.8386031,0.06464948,0.09674744,0,0.16139692,0.09674744,,0.9004557,5230.3213,0,,0.08797079,0,0.08797079,2.1992695,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/6/2007,2007,249,2007,68,23.75,15.400001,100,59.63935,7,3.87,20.46,1331.0502,1,38.030006,0.98965144,,5796.424,,0,,1,60.97993,0.010476104,8/11/2007 12:00:00 AM,1,0.8389849,0.05530396,0.10426091,0.0014502291,0.1610151,0.10571113,,0.89390516,5450.18,0,,0.09674746,0,0.09674746,2.4186862,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/7/2007,2007,250,2007,69,23.21,15.489999,100,63.120598,24,5.24,19.67,1351.4557,1,38.613018,0.9915454,,6055.9785,,0,,1,61.97993,0.010476104,8/11/2007 12:00:00 AM,1,0.8289687,0.056179207,0.11159191,0.003260189,0.17103131,0.1148521,,0.88672805,5655.1167,0,,0.1057111,0,0.1057111,2.6427784,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/8/2007,2007,251,2007,70,22.66,15.73,100,67.723885,24,6.46,18.63,1371.701,1,39.191456,0.9930842,,6300.259,,0,,1,62.97993,0.010476104,8/11/2007 12:00:00 AM,1,0.8189054,0.066420436,0.1091688,0.0055053337,0.18109457,0.11467413,,0.8790264,5843.6357,0,,0.11485207,0,0.11485207,2.8713026,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/9/2007,2007,252,2007,71,20.74,14.99,100,74.87857,24,16.4,16.97,1390.4288,1,39.726536,0.9942585,,6506.337,,0,,1,63.97993,0.010476104,8/11/2007 12:00:00 AM,1,0.80894095,0.066856235,0.11598645,0.008216364,0.19105905,0.12420282,,0.88024276,6002.293,0,,0.11467415,0,0.11467415,2.8668532,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/10/2007,2007,253,2007,72,23.190002,15.070001,100,60.894566,24,16.26,20.16,1410.606,1,40.30303,0.9953027,,6770.3755,,0,,1,64.979935,0.010476104,8/11/2007 12:00:00 AM,1,0.7989745,0.07086714,0.11869869,0.01145968,0.20102552,0.13015836,,0.87168324,6201.711,0,,0.12420285,0,0.12420285,3.1050704,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/11/2007,2007,254,2007,73,19.42,14.4,100,79.33663,24,21.57,15.84,1428.1088,1,40.80311,0.99605393,,6950.4736,,0,,1,65.979935,0.010476104,8/11/2007 12:00:00 AM,1,0.78903687,0.07101076,0.12467975,0.015272632,0.21096314,0.13995239,,0.8664092,6334.7236,0,,0.13015836,0,0.13015836,3.2539592,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/12/2007,2007,255,2007,74,23.71,12.700001,93.45159,46.79869,24,6.21,23.46,1447.2473,1,41.349922,0.9967391,,7242.3374,,0,,0.64158076,66.62151,0.010476104,8/11/2007 12:00:00 AM,0,0.779124,0.07105085,0.13017805,0.019647101,0.22087601,0.14982516,,0.85724306,6547.1113,0,,0.13995242,0,0.13995242,3.4988098,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/13/2007,2007,256,2007,75,23.4,15.61,100,62.723732,7,3.23,19.72,1467.8092,1,41.937405,0.9973435,,7506.079,,0,,0.7048836,67.3264,0.010476104,8/11/2007 12:00:00 AM,0.7048836,0.7792579,0.06096888,0.1351706,0.024602668,0.22074214,0.15977326,,0.84791636,6733.9976,0,,0.14982516,0,0.14982516,3.7456288,0,0,0,0,0
37.7489257812502_7.20612541522409,Generic,9/14/2007,2007,257,2007,76,21.66,14.920001,100,68.75973,9,2.04,18.33,1487.0481,1,42.487087,0.99780744,,7735.563,,0,,0.6085059,67.934906,0.010476104,8/11/2007 12:00:00 AM,0,0.77361876,0.066682294,0.1312058,0.028493172,0.22638126,0.15969896,,0.8383845,6892.014,0,,0.15977323,0,0.15977323,3.9943316,0,0,0,0,0
